Gene	Eif3b_1	Eif3b_2	IgG_1	IgG_2	Symbol	Chr	GeneType	Description
ENSG00000124678.17	0.0	0.25	0.0	0.0	TCP11	chr6	protein_coding	t-complex 11, testis-specific
ENSG00000113430.9	0.5	0.76	0.0	0.0	IRX4	chr5	protein_coding	iroquois homeobox 4
ENSG00000137265.14	0.38	0.32	0.0	1.5	IRF4	chr6	protein_coding	interferon regulatory factor 4
ENSG00000281148.1	0.0	6.98	0.0	0.0	AC064848.1	chr2	miRNA		--
ENSG00000261060.1	0.0	1.46	0.0	0.0	RP11-545A16.4	chr1	sense_overlapping		--
ENSG00000233154.5	0.0	0.24	0.0	0.0	RP4-655J12.4	chr1	lincRNA		--
ENSG00000119698.11	1.09	1.11	3.77	0.0	PPP4R4	chr14	protein_coding	protein phosphatase 4, regulatory subunit 4
ENSG00000143401.14	6.81	8.47	22.96	6.76	ANP32E	chr1	protein_coding	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E
ENSG00000246090.6	0.61	0.63	0.0	0.61	RP11-696N14.1	chr4	antisense		--
ENSG00000232760.1	0.0	1.05	0.0	0.0	AC103564.6	chr2	unprocessed_pseudogene		--
ENSG00000144802.11	1.28	1.22	1.95	0.0	NFKBIZ	chr3	protein_coding	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
ENSG00000228750.5	1.59	0.81	0.0	0.0	RP11-242F24.1	chr1	lincRNA		--
ENSG00000250723.5	0.0	0.69	0.0	0.0	RP11-79E3.2	chr4	lincRNA		--
ENSG00000171811.12	0.67	0.3	0.0	1.33	CFAP46	chr10	protein_coding	cilia and flagella associated protein 46
ENSG00000126456.15	18.24	12.0	20.44	10.03	IRF3	chr19	protein_coding	interferon regulatory factor 3
ENSG00000255153.1	0.72	0.73	0.0	0.0	TOLLIP-AS1	chr11	antisense	TOLLIP antisense RNA 1 (head to head)
ENSG00000235358.1	0.0	0.47	0.0	0.0	RP11-399E6.1	chr1	lincRNA		--
ENSG00000261078.1	0.0	4.57	0.0	0.0	RP11-481J2.1	chr16	antisense		--
ENSG00000145284.11	5.63	7.65	3.8	2.8	SCD5	chr4	protein_coding	stearoyl-CoA desaturase 5
ENSG00000242220.6	0.0	0.25	0.0	0.0	TCP10L	chr21	protein_coding	t-complex 10-like
ENSG00000236305.1	0.0	0.93	0.0	0.0	RP11-126L15.4	chr7	antisense		--
ENSG00000230978.1	0.0	0.99	0.0	0.0	LINC00160	chr21	lincRNA	long intergenic non-protein coding RNA 160
ENSG00000253477.5	0.0	1.37	16.32	8.01	RP11-1C8.4	chr8	antisense		--
ENSG00000184047.15	0.56	2.96	11.4	3.36	DIABLO	chr12	protein_coding	diablo, IAP-binding mitochondrial protein
ENSG00000125863.17	1.93	1.23	2.35	1.73	MKKS	chr20	protein_coding	McKusick-Kaufman syndrome
ENSG00000116922.14	6.51	5.52	0.0	9.69	C1orf109	chr1	protein_coding	chromosome 1 open reading frame 109
ENSG00000112031.15	2.01	1.21	0.0	0.0	MTRF1L	chr6	protein_coding	mitochondrial translational release factor 1-like
ENSG00000198961.9	3.85	3.01	6.67	1.64	PJA2	chr5	protein_coding	praja ring finger 2, E3 ubiquitin protein ligase
ENSG00000153233.12	0.0	0.41	1.96	0.0	PTPRR	chr12	protein_coding	protein tyrosine phosphatase, receptor type, R
ENSG00000260071.1	1.69	0.0	0.0	0.0	RP11-418I22.2	chr16	lincRNA		--
ENSG00000109424.3	0.0	0.47	0.0	0.0	UCP1	chr4	protein_coding	uncoupling protein 1 (mitochondrial, proton carrier)
ENSG00000223791.1	0.0	3.08	0.0	0.0	UBE2E1-AS1	chr3	antisense	UBE2E1 antisense RNA 1
ENSG00000226308.1	0.0	1.59	0.0	0.0	RP4-813D12.3	chr20	lincRNA		--
ENSG00000166478.9	4.3	2.6	2.49	9.75	ZNF143	chr11	protein_coding	zinc finger protein 143
ENSG00000106628.10	7.3	15.76	24.83	13.92	POLD2	chr7	protein_coding	polymerase (DNA directed), delta 2, accessory subunit
ENSG00000251034.1	0.82	0.67	6.0	1.96	RP11-582J16.4	chr8	antisense		--
ENSG00000172270.18	139.05	138.1	146.63	82.47	BSG	chr19	protein_coding	basigin (Ok blood group)
ENSG00000270212.1	2.36	0.0	0.0	0.0	CTD-2540B15.12	chr19	lincRNA		--
ENSG00000261757.1	0.41	0.0	0.0	0.0	AC005592.3	chr5	lincRNA		--
ENSG00000165795.20	3.47	1.5	0.0	1.03	NDRG2	chr14	protein_coding	NDRG family member 2
ENSG00000273639.4	0.0	0.0	0.0	13.56	RP11-597A11.11	chr14	processed_transcript		--
ENSG00000141295.13	1.87	5.4	3.79	0.0	SCRN2	chr17	protein_coding	secernin 2
ENSG00000173805.15	1.58	2.53	0.0	0.0	HAP1	chr17	protein_coding	huntingtin-associated protein 1
ENSG00000132357.13	1.22	0.93	0.0	0.0	CARD6	chr5	protein_coding	caspase recruitment domain family, member 6
ENSG00000241475.1	4.32	1.1	0.0	0.0	RP4-781K5.5	chr1	lincRNA		--
ENSG00000228198.2	0.72	0.0	0.0	0.0	OR2M3	chr1	protein_coding	olfactory receptor, family 2, subfamily M, member 3
ENSG00000104427.11	1.2	1.43	0.0	0.0	ZC2HC1A	chr8	protein_coding	zinc finger, C2HC-type containing 1A
ENSG00000259747.1	1.65	0.42	0.0	0.0	RP11-275I4.2	chr15	lincRNA		--
ENSG00000133477.16	0.46	0.32	1.53	0.75	FAM83F	chr22	protein_coding	family with sequence similarity 83, member F
ENSG00000122435.9	2.34	2.68	7.11	6.98	TRMT13	chr1	protein_coding	tRNA methyltransferase 13 homolog (S. cerevisiae)
ENSG00000237667.5	0.0	0.45	0.0	0.0	LINC01115	chr2	lincRNA	long intergenic non-protein coding RNA 1115
ENSG00000214602.3	1.06	0.0	0.0	0.0	CTBP2P5	chr2	processed_pseudogene	C-terminal binding protein 2 pseudogene 5
ENSG00000254408.1	5.11	1.11	0.0	0.0	OR4A1P	chr11	unprocessed_pseudogene	olfactory receptor, family 4, subfamily A, member 1 pseudogene
ENSG00000271943.1	0.0	0.0	0.0	8.66	RP11-222K16.1	chr3	lincRNA		--
ENSG00000073417.14	5.49	8.8	7.85	5.77	PDE8A	chr15	protein_coding	phosphodiesterase 8A
ENSG00000261002.5	1.63	1.66	0.0	0.0	RP11-546B15.1	chr15	antisense		--
ENSG00000101981.10	7.73	6.27	17.6	8.63	F9	chrX	protein_coding	coagulation factor IX
ENSG00000249277.1	0.0	2.66	0.0	0.0	RP11-302F12.4	chr4	processed_pseudogene		--
ENSG00000261782.1	0.0	1.48	0.0	0.0	RP11-43P5.1	chr16	processed_pseudogene		--
ENSG00000119397.16	1.78	2.59	1.96	0.96	CNTRL	chr9	protein_coding	centriolin
ENSG00000201033.1	0.0	2.11	0.0	0.0	RNU1-96P	chr3	snRNA	RNA, U1 small nuclear 96, pseudogene
ENSG00000241604.3	0.0	4.62	0.0	0.0	RN7SL340P	chr19	misc_RNA	RNA, 7SL, cytoplasmic 340, pseudogene
ENSG00000249840.2	1.38	0.0	0.0	0.0	GAPDHP76	chr19	unprocessed_pseudogene	glyceraldehyde-3-phosphate dehydrogenase pseudogene 76
ENSG00000130520.10	2343.53	2466.77	2906.14	3581.14	LSM4	chr19	protein_coding	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)
ENSG00000152670.18	0.46	0.46	0.0	2.71	DDX4	chr5	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4
ENSG00000253728.5	3.85	0.0	0.0	0.0	RP11-706C16.5	chr8	antisense		--
ENSG00000133392.16	0.58	0.25	0.0	0.0	MYH11	chr16	protein_coding	myosin, heavy chain 11, smooth muscle
ENSG00000006757.11	0.39	1.3	2.38	1.17	PNPLA4	chrX	protein_coding	patatin-like phospholipase domain containing 4
ENSG00000213639.9	4.7	5.27	6.53	8.8	PPP1CB	chr2	protein_coding	protein phosphatase 1, catalytic subunit, beta isozyme
ENSG00000112977.15	4.88	5.41	10.46	0.0	DAP	chr5	protein_coding	death-associated protein
ENSG00000273000.5	14.8	13.15	0.0	7.89	KB-1572G7.2	chr22	processed_transcript		--
ENSG00000101017.13	2.85	2.72	0.0	0.0	CD40	chr20	protein_coding	CD40 molecule, TNF receptor superfamily member 5
ENSG00000267607.1	10.64	12.96	0.0	7.46	CTD-2369P2.8	chr19	antisense		--
ENSG00000255330.8	3.69	4.08	1.38	4.74	SOGA3	chr6	protein_coding	SOGA family member 3
ENSG00000160183.13	0.35	0.53	2.12	0.0	TMPRSS3	chr21	protein_coding	transmembrane protease, serine 3
ENSG00000188681.11	3.49	1.48	0.0	3.47	TEKT4P2	chr21	transcribed_unprocessed_pseudogene	tektin 4 pseudogene 2
ENSG00000231518.1	3.76	0.96	0.0	0.0	RP11-327L3.3	chr9	antisense		--
ENSG00000149646.12	1.62	0.82	0.0	0.0	CNBD2	chr20	protein_coding	cyclic nucleotide binding domain containing 2
ENSG00000146425.10	1.82	2.78	2.77	8.14	DYNLT1	chr6	protein_coding	dynein, light chain, Tctex-type 1
ENSG00000266951.2	0.0	0.57	0.0	0.0	AD000091.2	chr19	lincRNA		--
ENSG00000250827.1	0.0	0.22	0.0	0.0	CTD-2141G3.1	chr5	processed_pseudogene		--
ENSG00000214517.8	4.94	5.78	17.99	4.41	PPME1	chr11	protein_coding	protein phosphatase methylesterase 1
ENSG00000095906.16	14.32	16.19	0.0	4.74	NUBP2	chr16	protein_coding	nucleotide binding protein 2
ENSG00000182759.3	57.24	50.69	27.79	20.45	MAFA	chr8	protein_coding	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog A
ENSG00000069011.15	10.33	6.91	3.3	3.24	PITX1	chr5	protein_coding	paired-like homeodomain 1
ENSG00000241347.3	4.55	1.16	0.0	0.0	RN7SL466P	chr1	misc_RNA	RNA, 7SL, cytoplasmic 466, pseudogene
ENSG00000228162.1	4.78	1.22	0.0	14.24	AC097713.3	chr2	lincRNA		--
ENSG00000182568.16	2.15	1.77	1.8	3.53	SATB1	chr3	protein_coding	SATB homeobox 1
ENSG00000265250.2	11.99	9.16	0.0	35.72	AL132709.4	chr14	miRNA		--
ENSG00000181322.13	0.0	0.26	0.0	0.0	NME9	chr3	protein_coding	NME/NM23 family member 9
ENSG00000242294.6	18.18	16.33	0.0	3.19	STAG3L5P	chr7	transcribed_unprocessed_pseudogene	stromal antigen 3-like 5 pseudogene
ENSG00000109332.19	10.02	11.09	15.2	6.71	UBE2D3	chr4	protein_coding	ubiquitin-conjugating enzyme E2D 3
ENSG00000137500.9	1.26	0.93	3.4	0.0	CCDC90B	chr11	protein_coding	coiled-coil domain containing 90B
ENSG00000163349.21	3.09	4.41	1.83	5.84	HIPK1	chr1	protein_coding	homeodomain interacting protein kinase 1
ENSG00000152234.15	6.55	6.18	24.79	7.68	ATP5A1	chr18	protein_coding	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
ENSG00000237437.1	0.0	0.56	0.0	0.0	ASS1P12	chr9	processed_pseudogene	argininosuccinate synthetase 1 pseudogene 12
ENSG00000133393.12	1.42	3.48	20.76	0.0	FOPNL	chr16	protein_coding	FGFR1OP N-terminal like
ENSG00000139187.9	2.13	0.72	0.0	4.24	KLRG1	chr12	protein_coding	killer cell lectin-like receptor subfamily G, member 1
ENSG00000189292.15	0.84	2.35	0.0	0.0	FAM150B	chr2	protein_coding	family with sequence similarity 150, member B
ENSG00000149179.13	6.33	5.98	0.0	10.76	C11orf49	chr11	protein_coding	chromosome 11 open reading frame 49
ENSG00000183822.3	0.0	0.69	0.0	0.0	CTA-833B7.2	chr22	antisense		--
ENSG00000100558.8	0.0	0.0	0.0	2.58	PLEK2	chr14	protein_coding	pleckstrin 2
ENSG00000147606.8	0.45	0.35	0.0	0.67	SLC26A7	chr8	protein_coding	solute carrier family 26 (anion exchanger), member 7
ENSG00000248327.1	0.76	0.19	0.0	2.27	NOL8P1	chr4	processed_pseudogene	nucleolar protein 8 pseudogene 1
ENSG00000238276.5	1.71	0.87	0.0	0.0	RP11-245J24.1	chr10	processed_transcript		--
ENSG00000185453.12	6.74	8.0	6.82	2.23	C19orf68	chr19	protein_coding	chromosome 19 open reading frame 68
ENSG00000174007.7	0.31	0.62	3.7	0.0	CEP19	chr3	protein_coding	centrosomal protein 19kDa
ENSG00000162877.12	0.62	1.59	0.0	3.72	PM20D1	chr1	protein_coding	peptidase M20 domain containing 1
ENSG00000269949.1	4.51	0.76	0.0	0.0	RP11-738E22.3	chr4	lincRNA		--
ENSG00000197457.9	7.4	8.51	9.98	11.42	STMN3	chr20	protein_coding	stathmin-like 3
ENSG00000247199.3	1.65	0.34	0.0	0.0	RP11-373N22.3	chr5	antisense		--
ENSG00000276746.1	5.35	1.36	0.0	0.0	Metazoa_SRP	chr6	misc_RNA		--
ENSG00000138798.11	1.37	0.56	3.34	0.0	EGF	chr4	protein_coding	epidermal growth factor
ENSG00000206878.1	10.75	0.0	0.0	0.0	SNORA51	chr1	snoRNA	small nucleolar RNA, H/ACA box 51
ENSG00000140873.15	0.57	0.12	0.0	0.0	ADAMTS18	chr16	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 18
ENSG00000214078.11	10.36	13.68	0.0	20.01	CPNE1	chr20	protein_coding	copine I
ENSG00000165125.17	0.39	0.69	0.0	1.16	TRPV6	chr7	protein_coding	transient receptor potential cation channel, subfamily V, member 6
ENSG00000126337.13	1.08	0.37	0.0	0.0	KRT36	chr17	protein_coding	keratin 36, type I
ENSG00000255983.1	0.0	0.24	0.0	0.0	RP11-1038A11.1	chr12	lincRNA		--
ENSG00000126759.12	3.65	1.67	0.0	4.35	CFP	chrX	protein_coding	complement factor properdin
ENSG00000040531.14	7.51	5.42	12.67	2.49	CTNS	chr17	protein_coding	cystinosin, lysosomal cystine transporter
ENSG00000154102.10	1.92	1.47	3.89	0.0	C16orf74	chr16	protein_coding	chromosome 16 open reading frame 74
ENSG00000159110.19	2.47	3.06	13.11	4.59	IFNAR2	chr21	protein_coding	interferon (alpha, beta and omega) receptor 2
ENSG00000259768.5	12.35	17.86	10.1	23.96	RP5-991G20.1	chr16	antisense		--
ENSG00000125249.6	1.96	1.87	5.94	0.73	RAP2A	chr13	protein_coding	RAP2A, member of RAS oncogene family
ENSG00000232124.1	1.68	0.0	0.0	0.0	AP001057.1	chr21	antisense		--
ENSG00000272259.5	0.39	0.3	0.0	0.0	RP11-305P22.9	chr20	lincRNA		--
ENSG00000131899.10	12.24	11.34	11.43	8.41	LLGL1	chr17	protein_coding	lethal giant larvae homolog 1 (Drosophila)
ENSG00000140332.15	17.2	16.23	2.36	9.26	TLE3	chr15	protein_coding	transducin-like enhancer of split 3
ENSG00000171824.13	9.09	8.04	2.9	5.7	EXOSC10	chr1	protein_coding	exosome component 10
ENSG00000213604.4	4.02	0.0	0.0	0.0	RP11-444K7.8	chr11	processed_pseudogene		--
ENSG00000134294.13	22.94	22.06	42.35	31.17	SLC38A2	chr12	protein_coding	solute carrier family 38, member 2
ENSG00000273117.1	0.83	0.0	0.0	0.0	AC144652.1	chr7	lincRNA		--
ENSG00000137936.16	3.62	2.6	6.0	1.96	BCAR3	chr1	protein_coding	breast cancer anti-estrogen resistance 3
ENSG00000182508.13	1.6	0.0	0.0	0.0	LHFPL1	chrX	protein_coding	lipoma HMGIC fusion partner-like 1
ENSG00000156486.7	1.51	0.26	0.0	0.75	KCNS2	chr8	protein_coding	potassium voltage-gated channel, modifier subfamily S, member 2
ENSG00000176410.7	1.08	3.16	0.0	0.0	DNAJC30	chr7	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 30
ENSG00000245614.3	0.33	1.18	16.06	0.0	DDX11-AS1	chr12	antisense	DDX11 antisense RNA 1
ENSG00000198055.10	11.48	13.57	2.49	3.66	GRK6	chr5	protein_coding	G protein-coupled receptor kinase 6
ENSG00000275183.1	3.51	3.03	0.0	4.18	LENG9	chr19	protein_coding	leukocyte receptor cluster (LRC) member 9
ENSG00000171307.18	6.0	6.56	10.92	0.0	ZDHHC16	chr10	protein_coding	zinc finger, DHHC-type containing 16
ENSG00000238195.1	0.0	3.33	0.0	25.98	CTA-503F6.2	chr22	lincRNA		--
ENSG00000255998.1	0.0	0.63	15.1	0.0	RP11-407A16.7	chr12	lincRNA		--
ENSG00000278309.1	0.23	0.4	2.73	0.67	RP11-102K13.5	chr13	lincRNA		--
ENSG00000234686.1	0.0	0.99	0.0	0.0	AC010971.1	chr7	lincRNA		--
ENSG00000239311.1	0.0	3.33	0.0	0.0	RP11-615J4.3	chr3	lincRNA		--
ENSG00000182923.16	1.1	0.97	4.86	1.79	CEP63	chr3	protein_coding	centrosomal protein 63kDa
ENSG00000215583.3	0.0	0.0	0.0	6.48	ASS1P6	chrY	processed_pseudogene	argininosuccinate synthetase 1 pseudogene 6
ENSG00000268403.2	1.17	0.6	0.0	0.0	CTD-2371O3.3	chr11	antisense		--
ENSG00000107831.12	3.99	4.35	0.0	0.0	FGF8	chr10	protein_coding	fibroblast growth factor 8 (androgen-induced)
ENSG00000068137.14	11.99	11.75	0.0	1.32	PLEKHH3	chr17	protein_coding	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3
ENSG00000131626.15	6.46	6.75	2.9	3.56	PPFIA1	chr11	protein_coding	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1
ENSG00000237390.1	0.24	0.12	0.0	0.72	RP11-139I14.2	chr1	lincRNA		--
ENSG00000270324.1	0.0	1.96	0.0	0.0	RP11-180P8.4	chr17	processed_pseudogene		--
ENSG00000202056.1	18.49	15.68	0.0	0.0	RNA5SP19	chr1	rRNA	RNA, 5S ribosomal pseudogene 19
ENSG00000227017.1	0.0	3.04	0.0	11.87	AC007036.6	chr7	lincRNA		--
ENSG00000052126.14	1.48	1.9	1.71	0.84	PLEKHA5	chr12	protein_coding	pleckstrin homology domain containing, family A member 5
ENSG00000181004.9	0.78	0.0	0.0	2.33	BBS12	chr4	protein_coding	Bardet-Biedl syndrome 12
ENSG00000197971.14	0.55	0.79	3.33	0.0	MBP	chr18	protein_coding	myelin basic protein
ENSG00000233663.1	1.3	0.33	0.0	0.0	RP11-497J7.1	chrX	processed_pseudogene		--
ENSG00000116698.20	5.39	5.99	6.68	9.82	SMG7	chr1	protein_coding	SMG7 nonsense mediated mRNA decay factor
ENSG00000213100.2	0.0	0.68	0.0	0.0	KRT18P68	chrX	processed_pseudogene	keratin 18 pseudogene 68
ENSG00000148357.16	0.58	0.55	1.01	0.99	HMCN2	chr9	protein_coding	hemicentin 2
ENSG00000242114.5	0.0	0.49	0.0	5.71	MTFP1	chr22	protein_coding	mitochondrial fission process 1
ENSG00000151657.11	2.01	1.56	3.85	1.26	KIN	chr10	protein_coding	Kin17 DNA and RNA binding protein
ENSG00000084093.15	3.38	1.9	4.32	4.76	REST	chr4	protein_coding	RE1-silencing transcription factor
ENSG00000234052.1	2.87	2.19	0.0	0.0	AP001607.1	chr21	lincRNA		--
ENSG00000235554.1	0.0	0.33	0.0	0.0	AC005822.1	chr17	processed_pseudogene		--
ENSG00000134014.16	2.08	2.69	0.0	2.25	ELP3	chr8	protein_coding	elongator acetyltransferase complex subunit 3
ENSG00000157060.14	0.0	0.3	0.0	0.0	SHCBP1L	chr1	protein_coding	SHC SH2-domain binding protein 1-like
ENSG00000252950.1	0.0	5.03	0.0	0.0	RNA5SP490	chr21	rRNA	RNA, 5S ribosomal pseudogene 490
ENSG00000250706.1	0.0	2.48	0.0	0.0	RP11-18H21.2	chr4	lincRNA		--
ENSG00000236283.3	0.0	1.43	0.0	0.0	AC013463.2	chr2	antisense		--
ENSG00000140093.9	1.35	0.87	0.0	0.0	SERPINA10	chr14	protein_coding	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10
ENSG00000220291.1	2.68	0.34	0.0	0.0	RP3-455E7.1	chr6	unprocessed_pseudogene		--
ENSG00000256533.1	2.53	0.0	0.0	0.0	RP11-212D19.5	chr11	processed_pseudogene		--
ENSG00000227907.1	0.0	1.51	0.0	0.0	RP11-102C16.3	chr1	antisense		--
ENSG00000274422.1	2.04	3.11	0.0	0.0	LL22NC03-2H8.5	chr22	lincRNA		--
ENSG00000205562.2	0.0	0.28	6.66	0.0	RP11-497E19.1	chr14	lincRNA		--
ENSG00000042980.12	0.36	0.18	0.0	1.06	ADAM28	chr8	protein_coding	ADAM metallopeptidase domain 28
ENSG00000279121.1	0.0	2.59	0.0	0.0	RP11-83B20.5	chr12	TEC		--
ENSG00000177807.6	0.76	0.97	0.0	0.0	KCNJ10	chr1	protein_coding	potassium channel, inwardly rectifying subfamily J, member 10
ENSG00000158186.12	1.55	1.12	4.72	1.54	MRAS	chr3	protein_coding	muscle RAS oncogene homolog
ENSG00000188511.12	0.22	0.06	0.0	0.0	C22orf34	chr22	lincRNA	chromosome 22 open reading frame 34
ENSG00000100346.17	0.88	0.96	1.52	0.75	CACNA1I	chr22	protein_coding	calcium channel, voltage-dependent, T type, alpha 1I subunit
ENSG00000227848.1	0.0	1.24	0.0	0.0	SUCLA2-AS1	chr13	antisense	SUCLA2 antisense RNA 1
ENSG00000273336.1	0.0	3.21	0.0	0.0	OR7M1P	chr10	unprocessed_pseudogene	olfactory receptor, family 7, subfamily M, member 1 pseudogene
ENSG00000140320.11	5.07	6.59	10.25	3.35	BAHD1	chr15	protein_coding	bromo adjacent homology domain containing 1
ENSG00000205090.8	0.0	0.99	0.0	0.0	TMEM240	chr1	protein_coding	transmembrane protein 240
ENSG00000248408.1	1.81	0.46	0.0	0.0	RP11-452C8.1	chr4	lincRNA		--
ENSG00000254636.1	1.64	1.25	0.0	0.0	ARMS2	chr10	protein_coding	age-related maculopathy susceptibility 2
ENSG00000164081.12	14.46	8.75	0.0	3.25	TEX264	chr3	protein_coding	testis expressed 264
ENSG00000157764.12	1.63	1.65	0.0	0.0	BRAF	chr7	protein_coding	B-Raf proto-oncogene, serine/threonine kinase
ENSG00000188029.8	0.0	0.67	0.0	0.0	CTSL3P	chr9	transcribed_unprocessed_pseudogene	cathepsin L family member 3, pseudogene
ENSG00000113368.11	19.22	21.64	13.73	12.12	LMNB1	chr5	protein_coding	lamin B1
ENSG00000248848.1	0.0	1.0	0.0	2.94	PPBPP2	chr4	transcribed_unprocessed_pseudogene	pro-platelet basic protein pseudogene 2
ENSG00000261375.1	0.53	0.0	0.0	0.0	RP11-632K20.6	chr15	unprocessed_pseudogene		--
ENSG00000260680.1	2.92	1.49	17.75	0.0	AGGF1P5	chr16	processed_pseudogene		--
ENSG00000111885.6	8.71	12.0	1.63	6.38	MAN1A1	chr6	protein_coding	mannosidase, alpha, class 1A, member 1
ENSG00000239830.1	1.72	0.44	0.0	0.0	RPS4XP22	chr19	processed_pseudogene	ribosomal protein S4X pseudogene 22
ENSG00000231081.1	7.44	3.78	0.0	0.0	RP4-760C5.3	chr20	lincRNA		--
ENSG00000279587.1	0.0	0.32	0.0	0.0	RP1-278D1.2	chrX	TEC		--
ENSG00000244573.3	3.02	1.02	0.0	11.98	RPL30P11	chr12	transcribed_processed_pseudogene	ribosomal protein L30 pseudogene 11
ENSG00000188958.9	3.51	2.89	0.0	16.1	UTS2B	chr3	protein_coding	urotensin 2B
ENSG00000153046.17	3.89	3.71	13.78	5.79	CDYL	chr6	protein_coding	chromodomain protein, Y-like
ENSG00000269745.1	5.21	0.0	0.0	0.0	AC006262.10	chr19	antisense		--
ENSG00000152990.13	1.94	2.09	1.39	1.36	ADGRA3	chr4	protein_coding	adhesion G protein-coupled receptor A3
ENSG00000269947.1	1.99	2.03	0.0	0.0	RP11-849F2.9	chr17	lincRNA		--
ENSG00000154447.14	2.42	1.49	1.55	3.04	SH3RF1	chr4	protein_coding	SH3 domain containing ring finger 1
ENSG00000120686.11	3.42	3.07	7.32	2.4	UFM1	chr13	protein_coding	ubiquitin-fold modifier 1
ENSG00000215187.9	0.0	4.46	0.0	0.0	FAM166B	chr9	protein_coding	family with sequence similarity 166, member B
ENSG00000258742.5	0.0	1.37	0.0	2.01	RP11-862G15.1	chr14	lincRNA		--
ENSG00000256618.2	26.38	26.42	31.5	20.61	MTRNR2L1	chr17	protein_coding	MT-RNR2-like 1
ENSG00000188306.6	0.74	1.12	0.0	2.19	LRRIQ4	chr3	protein_coding	leucine-rich repeats and IQ motif containing 4
ENSG00000253513.1	0.0	1.66	0.0	0.0	RP11-6D1.3	chr8	antisense		--
ENSG00000177875.4	0.86	0.88	0.0	3.41	CCDC184	chr12	protein_coding	coiled-coil domain containing 184
ENSG00000234719.8	0.0	0.0	4.21	0.0	RP11-166B2.1	chr16	protein_coding		--
ENSG00000275880.1	2.05	1.88	0.0	4.89	RP11-90L1.8	chr13	antisense		--
ENSG00000236400.1	1.65	0.84	0.0	0.0	KRTAP21-4P	chr21	unprocessed_pseudogene	keratin associated protein 21-4, pseudogene
ENSG00000249128.1	2.47	1.26	0.0	0.0	RP11-2N5.1	chr5	lincRNA		--
ENSG00000196387.9	2.95	1.03	0.0	2.2	ZNF140	chr12	protein_coding	zinc finger protein 140
ENSG00000242650.3	0.0	2.57	0.0	0.0	RN7SL292P	chr7	misc_RNA	RNA, 7SL, cytoplasmic 292, pseudogene
ENSG00000157087.16	0.58	0.26	0.0	0.0	ATP2B2	chr3	protein_coding	ATPase, Ca++ transporting, plasma membrane 2
ENSG00000226773.1	0.0	1.22	0.0	4.74	RP4-775D17.1	chr1	processed_pseudogene		--
ENSG00000254488.1	1.37	1.39	0.0	8.14	RP11-65G9.1	chrY	lincRNA		--
ENSG00000280710.2	2.38	1.82	14.43	0.0	RP11-214F16.8	chr13	lincRNA		--
ENSG00000146223.14	6.04	6.66	6.98	1.71	RPL7L1	chr6	protein_coding	ribosomal protein L7-like 1
ENSG00000228067.1	4.05	2.06	0.0	0.0	RP11-61J19.3	chr1	lincRNA		--
ENSG00000125834.12	5.33	7.31	6.1	4.79	STK35	chr20	protein_coding	serine/threonine kinase 35
ENSG00000255391.1	0.0	0.61	0.0	0.0	CTD-2028E8.1	chr11	processed_pseudogene		--
ENSG00000226485.1	0.0	0.72	0.0	0.0	RBM22P3	chr7	processed_pseudogene	RNA binding motif protein 22 pseudogene 3
ENSG00000090975.12	14.48	12.81	16.48	25.88	PITPNM2	chr12	protein_coding	phosphatidylinositol transfer protein, membrane-associated 2
ENSG00000238141.2	0.0	0.99	0.0	0.0	BRWD1-AS1	chr21	antisense	BRWD1 antisense RNA 1
ENSG00000065060.16	3.73	3.07	2.47	5.25	UHRF1BP1	chr6	protein_coding	UHRF1 binding protein 1
ENSG00000203883.6	1.8	1.65	0.0	0.0	SOX18	chr20	protein_coding	SRY (sex determining region Y)-box 18
ENSG00000235620.1	0.0	3.8	0.0	0.0	AC020743.4	chr7	lincRNA		--
ENSG00000224239.1	2.7	5.5	0.0	32.2	AC090044.2	chr3	lincRNA		--
ENSG00000184937.12	6.9	7.53	4.79	19.97	WT1	chr11	protein_coding	Wilms tumor 1
ENSG00000182117.5	20.61	28.39	29.44	7.22	NOP10	chr15	protein_coding	NOP10 ribonucleoprotein
ENSG00000184307.13	4.04	2.59	2.13	6.27	ZDHHC23	chr3	protein_coding	zinc finger, DHHC-type containing 23
ENSG00000153975.9	2.45	3.12	0.0	7.29	ZUFSP	chr6	protein_coding	zinc finger with UFM1-specific peptidase domain
ENSG00000078596.10	0.37	0.37	0.0	0.0	ITM2A	chrX	protein_coding	integral membrane protein 2A
ENSG00000139505.11	1.9	1.33	0.0	2.12	MTMR6	chr13	protein_coding	myotubularin related protein 6
ENSG00000201274.1	0.0	5.7	0.0	0.0	RNA5SP192	chr5	rRNA	RNA, 5S ribosomal pseudogene 192
