#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit
chr19	1012065	1012176	chr19_122641	9	-	112	6	1012087
chr19	1020956	1021031	chr19_122664	7	-	76	5	1021008
chr19	1088584	1088678	chr19_122687	7	-	95	4	1088619
chr19	1104041	1104115	chr19_110196	7	+	75	6	1104092
chr19	1106407	1106459	chr19_110209	11	+	53	8	1106416
chr19	1106671	1106744	chr19_110212	10	+	74	6	1106691
chr19	1244742	1244796	chr19_110309	6	+	55	5	1244770
chr19	1269334	1269398	chr19_110356	4	+	65	4	1269368
chr19	1383557	1383601	chr19_110454	16	+	45	16	1383566
chr19	1418665	1418731	chr19_110530	8	+	67	6	1418689
chr19	1422362	1422396	chr19_110544	5	+	35	5	1422380
chr19	1567463	1567492	chr19_122882	4	-	30	4	1567463
chr19	1576837	1576877	chr19_122895	5	-	41	5	1576853
chr19	1599476	1599546	chr19_122959	6	-	71	5	1599525
chr19	1605359	1605449	chr19_122966	9	-	91	6	1605397
chr19	1609899	1609958	chr19_122972	5	-	60	5	1609921
chr19	1610169	1610270	chr19_122974	10	-	102	5	1610182
chr19	1924517	1924562	chr19_110712	5	+	46	5	1924521
chr19	2037667	2037704	chr19_123225	4	-	38	4	2037680
chr19	2163991	2164027	chr19_110792	3	+	37	3	2163995
chr19	2110728	2110864	chr19_123318	11	-	137	5	2110793
chr19	2112859	2112967	chr19_123324	8	-	109	6	2112913
chr19	2116672	2116727	chr19_123338	6	-	56	6	2116701
chr19	2216468	2216528	chr19_110879	5	+	61	5	2216491
chr19	2247593	2247653	chr19_110966	6	+	61	5	2247612
chr19	2251103	2251155	chr19_110995	6	+	53	5	2251109
chr19	2269527	2269646	chr19_111004	8	+	120	5	2269555
chr19	2271754	2271819	chr19_111019	5	+	66	5	2271784
chr19	2271872	2271954	chr19_111020	10	+	83	6	2271882
chr19	2273155	2273216	chr19_111030	8	+	62	7	2273171
chr19	2321666	2321725	chr19_123432	5	-	60	4	2321685
chr19	2430923	2430952	chr19_123505	5	-	30	5	2430937
chr19	2434836	2434913	chr19_123519	6	-	78	5	2434861
chr19	2733300	2733338	chr19_123636	4	-	39	4	2733307
chr19	2757703	2757742	chr19_123674	4	-	40	4	2757720
chr19	3094619	3094650	chr19_111205	5	+	32	5	3094629
chr19	3186162	3186214	chr19_111244	6	+	53	5	3186198
chr19	3192469	3192504	chr19_111250	10	+	36	5	3192469
chr19	3192543	3192628	chr19_111251	7	+	86	6	3192594
chr19	3193283	3193367	chr19_111254	8	+	85	6	3193342
chr19	3207637	3207710	chr19_111291	8	+	74	7	3207654
chr19	3578547	3578649	chr19_111483	10	+	103	8	3578590
chr19	3977191	3977347	chr19_124025	51	-	157	18	3977214
chr19	3977519	3977634	chr19_124027	37	-	116	18	3977575
chr19	3977818	3978172	chr19_124028	101	-	355	23	3978108
chr19	3979328	3979436	chr19_124030	66	-	109	25	3979364
chr19	3979807	3980066	chr19_124034	70	-	260	16	3980024
chr19	3980513	3980643	chr19_124036	22	-	131	11	3980570
chr19	3980840	3980979	chr19_124038	35	-	140	13	3980875
chr19	3982245	3982424	chr19_124043	46	-	180	14	3982413
chr19	3982506	3982572	chr19_124044	38	-	67	22	3982522
chr19	3982806	3983018	chr19_124047	88	-	213	28	3982928
chr19	3983109	3983291	chr19_124048	47	-	183	14	3983109
chr19	3984106	3984350	chr19_124050	71	-	245	17	3984171
chr19	3985377	3985455	chr19_124055	30	-	79	18	3985404
chr19	4124059	4124115	chr19_124193	5	-	57	5	4124075
chr19	4207952	4207968	chr19_111577	4	+	17	4	4207954
chr19	4208763	4208770	chr19_111578	4	+	8	4	4208763
chr19	4409528	4409550	chr19_111657	7	+	23	7	4409530
chr19	5222979	5223043	chr19_124483	5	-	65	5	5223013
chr19	5245781	5245977	chr19_124524	18	-	197	7	5245955
chr19	5690199	5690327	chr19_112085	19	+	129	9	5690310
chr19	5700804	5700876	chr19_124657	9	-	73	6	5700829
chr19	6389618	6389637	chr19_125022	4	-	20	4	6389623
chr19	6391901	6391926	chr19_125023	4	-	26	4	6391901
chr19	6414278	6414329	chr19_125037	7	-	52	7	6414299
chr19	7516182	7516205	chr19_112290	5	+	24	5	7516184
chr19	7534099	7534125	chr19_125254	6	-	27	6	7534103
chr19	7886968	7887013	chr19_125309	9	-	46	9	7886976
chr19	7903963	7904016	chr19_112481	5	+	54	5	7903980
chr19	7932191	7932226	chr19_125357	4	-	36	4	7932206
chr19	8302323	8302483	chr19_125486	13	-	161	6	8302349
chr19	8455518	8455574	chr19_112598	6	+	57	5	8455561
chr19	8462528	8462581	chr19_112602	6	+	54	5	8462528
chr19	8575398	8575423	chr19_112661	8	+	26	8	8575401
chr19	9731354	9731376	chr19_125665	5	-	23	5	9731360
chr19	9731867	9731885	chr19_125666	5	-	19	5	9731867
chr19	9827914	9827994	chr19_112737	6	+	81	4	9827949
chr19	10107658	10107724	chr19_112773	35	+	67	20	10107702
chr19	10109761	10109827	chr19_112777	17	+	67	13	10109806
chr19	10115044	10115104	chr19_125721	4	-	61	4	10115076
chr19	10116867	10116921	chr19_125732	4	-	55	4	10116899
chr19	10137106	10137154	chr19_125754	7	-	49	7	10137118
chr19	10140231	10140286	chr19_125776	6	-	56	6	10140258
chr19	10319205	10319240	chr19_125928	4	-	36	4	10319224
chr19	10328751	10328828	chr19_125948	6	-	78	5	10328773
chr19	10362417	10362480	chr19_125994	7	-	64	6	10362455
chr19	10362548	10362595	chr19_125995	5	-	48	5	10362548
chr19	10654337	10654446	chr19_112942	10	+	110	5	10654373
chr19	10671068	10671203	chr19_112972	14	+	136	5	10671080
chr19	10683124	10683253	chr19_113018	21	+	130	9	10683209
chr19	10684446	10684615	chr19_113028	5	+	170	5	10684526
chr19	10690693	10690731	chr19_113068	5	+	39	5	10690701
chr19	10928389	10928434	chr19_126137	5	-	46	5	10928397
chr19	11033294	11033358	chr19_113361	6	+	65	5	11033297
chr19	11447106	11447160	chr19_113508	7	+	55	6	11447119
chr19	11447760	11447789	chr19_113514	8	+	30	8	11447770
chr19	11448193	11448273	chr19_113517	8	+	81	6	11448221
chr19	11449265	11449372	chr19_113528	11	+	108	7	11449346
chr19	11674351	11674398	chr19_126333	4	-	48	4	11674363
chr19	12658333	12658344	chr19_113643	7	+	12	7	12658336
chr19	12658427	12658437	chr19_113644	7	+	11	7	12658427
chr19	12665752	12665805	chr19_126432	5	-	54	5	12665779
chr19	12689015	12689041	chr19_126465	6	-	27	6	12689018
chr19	12701098	12701154	chr19_126491	7	-	57	7	12701114
chr19	12703584	12703669	chr19_126506	33	-	86	21	12703620
chr19	12706448	12706518	chr19_126517	42	-	71	33	12706462
chr19	12731022	12731063	chr19_126572	4	-	42	4	12731040
chr19	12731343	12731396	chr19_126574	5	-	54	4	12731368
chr19	12922490	12922552	chr19_126645	4	-	63	4	12922524
chr19	12930428	12930527	chr19_126672	4	-	100	4	12930446
chr19	12940052	12940095	chr19_113749	13	+	44	10	12940065
chr19	12948723	12948774	chr19_113776	5	+	52	5	12948743
chr19	12953278	12953316	chr19_113793	6	+	39	6	12953298
chr19	13762908	13762964	chr19_113924	4	+	57	4	13762930
chr19	13766082	13766129	chr19_113935	4	+	48	4	13766106
chr19	13919440	13919481	chr19_114007	5	+	42	5	13919452
chr19	14119674	14119733	chr19_126812	4	-	60	4	14119712
chr19	14126155	14126191	chr19_126819	4	-	37	4	14126164
chr19	14150428	14150476	chr19_126854	5	-	49	5	14150445
chr19	14151552	14151594	chr19_126866	6	-	43	6	14151560
chr19	14183602	14183657	chr19_126964	6	-	56	6	14183622
chr19	14458322	14458372	chr19_114108	5	+	51	5	14458344
chr19	14563811	14563898	chr19_114150	7	+	88	5	14563865
chr19	15115186	15115263	chr19_127078	6	-	78	4	15115239
chr19	15170490	15170542	chr19_127131	8	-	53	6	15170516
chr19	15177657	15177715	chr19_127140	6	-	59	6	15177678
chr19	15181642	15181691	chr19_127155	5	-	50	5	15181667
chr19	15432522	15432545	chr19_114226	4	+	24	4	15432523
chr19	17240715	17240765	chr19_127777	5	-	51	5	17240748
chr19	17274003	17274049	chr19_114546	4	+	47	4	17274018
chr19	17338000	17338054	chr19_114639	5	+	55	5	17338028
chr19	17486687	17486706	chr19_127817	3	-	20	3	17486689
chr19	17555815	17555884	chr19_114719	6	+	70	6	17555838
chr19	17555904	17555990	chr19_114720	7	+	87	5	17555959
chr19	17859924	17859994	chr19_114808	11	+	71	10	17859954
chr19	17862638	17862720	chr19_114821	35	+	83	16	17862659
chr19	17863254	17863316	chr19_114824	10	+	63	9	17863287
chr19	18309839	18309861	chr19_127892	6	-	23	6	18309853
chr19	18312603	18312627	chr19_127897	6	-	25	6	18312603
chr19	18435386	18435470	chr19_127920	10	-	85	6	18435398
chr19	18436551	18436600	chr19_127933	5	-	50	5	18436576
chr19	18531877	18531920	chr19_127988	5	-	44	5	18531891
chr19	18568837	18569001	chr19_115056	10	+	165	4	18568931
chr19	18571859	18571887	chr19_115059	4	+	29	4	18571875
chr19	18777754	18777776	chr19_128015	5	-	23	5	18777757
chr19	19119826	19119924	chr19_128181	9	-	99	5	19119897
chr19	19119972	19120046	chr19_128183	6	-	75	5	19120015
chr19	19505998	19506052	chr19_115552	6	+	55	6	19506032
chr19	19652594	19652634	chr19_128346	6	-	41	5	19652606
chr19	21113125	21113164	chr19_128407	3	-	40	3	21113126
chr19	24001272	24001321	chr19_128502	10	-	50	10	24001291
chr19	24001567	24001607	chr19_128503	9	-	41	9	24001585
chr19	30554366	30554386	chr19_128576	3	-	21	3	30554367
chr19	32476959	32476978	chr19_128640	4	-	20	4	32476960
chr19	32581275	32581319	chr19_116158	4	+	45	4	32581293
chr19	34366387	34366433	chr19_116384	5	+	47	5	34366402
chr19	34368582	34368635	chr19_116387	5	+	54	5	34368604
chr19	34399230	34399327	chr19_116415	8	+	98	5	34399284
chr19	34399718	34399785	chr19_116418	10	+	68	5	34399775
chr19	34400109	34400171	chr19_116421	6	+	63	5	34400132
chr19	34913418	34913442	chr19_116508	11	+	25	11	34913421
chr19	35155714	35155756	chr19_116582	4	+	43	4	35155731
chr19	35169614	35169675	chr19_116589	5	+	62	5	35169652
chr19	35575811	35575843	chr19_116684	4	+	33	4	35575824
chr19	35648332	35648403	chr19_116731	10	+	72	6	35648345
chr19	35745927	35745959	chr19_116816	4	+	33	4	35745933
chr19	35754359	35754430	chr19_116826	4	+	72	4	35754407
chr19	36150018	36150043	chr19_117043	5	+	26	5	36150025
chr19	36330461	36330482	chr19_117084	5	+	22	5	36330465
chr19	37337895	37337919	chr19_117163	4	+	25	4	37337896
chr19	38291903	38291935	chr19_117331	4	+	33	4	38291912
chr19	38647655	38647916	chr19_117425	8	+	262	5	38647905
chr19	38700599	38700714	chr19_117457	6	+	116	5	38700616
chr19	38836639	38836780	chr19_129245	7	-	142	5	38836692
chr19	39376436	39376546	chr19_117664	6	+	111	5	39376522
chr19	39412168	39412226	chr19_129422	15	-	59	10	39412188
chr19	39836589	39836668	chr19_129458	10	-	80	7	39836613
chr19	39837782	39837843	chr19_129460	13	-	62	8	39837802
chr19	39846290	39846367	chr19_129470	17	-	78	13	39846333
chr19	40233819	40233871	chr19_129509	5	-	53	5	40233842
chr19	40321228	40321252	chr19_129619	5	-	25	5	40321229
chr19	40371672	40371748	chr19_117910	17	+	77	14	40371698
chr19	40371749	40371809	chr19_117911	5	+	61	5	40371779
chr19	40395700	40395722	chr19_117931	4	+	23	4	40395701
chr19	40605728	40605831	chr19_117995	9	+	104	6	40605808
chr19	40629518	40629578	chr19_118055	7	+	61	6	40629547
chr19	41276165	41276215	chr19_118168	5	+	51	5	41276184
chr19	41279107	41279183	chr19_118171	11	+	77	6	41279137
chr19	41281162	41281200	chr19_118173	5	+	39	5	41281165
chr19	41306471	41306550	chr19_118219	8	+	80	5	41306516
chr19	41564753	41564775	chr19_129781	4	-	23	4	41564757
chr19	41860260	41860289	chr19_118315	13	+	30	11	41860282
chr19	41860774	41860837	chr19_118321	11	+	64	9	41860774
chr19	42387405	42387423	chr19_118593	3	+	19	3	42387406
chr19	43406223	43406262	chr19_118722	39	+	40	39	43406235
chr19	44159854	44159887	chr19_130107	5	-	34	5	44159865
chr19	44874407	44874474	chr19_118945	6	+	68	5	44874441
chr19	44990815	44990884	chr19_119024	5	+	70	5	44990857
chr19	45478600	45478628	chr19_130278	12	-	29	12	45478604
chr19	45621233	45621299	chr19_130333	6	-	67	4	45621258
chr19	45779507	45779547	chr19_130408	4	-	41	4	45779518
chr19	45819310	45819330	chr19_130468	5	-	21	5	45819313
chr19	46610517	46610559	chr19_119538	6	+	43	6	46610522
chr19	46719954	46720004	chr19_130669	6	-	51	5	46719960
chr19	46774920	46775010	chr19_130756	8	-	91	6	46774963
chr19	46775329	46775437	chr19_130762	18	-	109	12	46775350
chr19	46775596	46775727	chr19_130765	21	-	132	10	46775662
chr19	46776974	46777070	chr19_130767	14	-	97	7	46777001
chr19	46777258	46777405	chr19_130770	22	-	148	8	46777313
chr19	46782440	46782493	chr19_130777	8	-	54	7	46782460
chr19	46787968	46788104	chr19_130801	17	-	137	6	46788055
chr19	46788155	46788502	chr19_130802	56	-	348	11	46788197
chr19	46838258	46838324	chr19_130807	6	-	67	5	46838270
chr19	47209644	47209890	chr19_119800	9	+	247	5	47209694
chr19	47358015	47358072	chr19_119846	5	+	58	5	47358038
chr19	47755828	47755962	chr19_120002	14	+	135	4	47755863
chr19	48382606	48382685	chr19_131135	10	-	80	7	48382660
chr19	48389578	48389650	chr19_131156	8	-	73	7	48389624
chr19	48390457	48390524	chr19_131158	11	-	68	5	48390466
chr19	48391267	48391298	chr19_131160	6	-	32	6	48391267
chr19	48451104	48451141	chr19_120098	4	+	38	4	48451115
chr19	48616078	48616129	chr19_131204	10	-	52	9	48616095
chr19	48617861	48617877	chr19_131209	7	-	17	7	48617871
chr19	48619140	48619180	chr19_131211	8	-	41	7	48619140
chr19	48635756	48635792	chr19_131219	4	-	37	4	48635775
chr19	48704200	48704208	chr19_120195	5	+	9	5	48704205
chr19	48705316	48705336	chr19_120196	5	+	21	5	48705316
chr19	48922986	48923030	chr19_120248	5	+	45	5	48923007
chr19	48955777	48955833	chr19_120260	7	+	57	5	48955807
chr19	48965345	48965402	chr19_120274	7	+	58	5	48965362
chr19	49447357	49447409	chr19_131425	6	-	53	6	49447372
chr19	49489966	49490047	chr19_120492	29	+	82	23	49490025
chr19	49490612	49490698	chr19_120496	93	+	87	57	49490678
chr19	49490906	49490972	chr19_120498	52	+	67	32	49490941
chr19	49491148	49491256	chr19_120499	116	+	109	73	49491206
chr19	49497719	49497802	chr19_120518	33	+	84	17	49497742
chr19	49556593	49556661	chr19_131444	4	-	69	4	49556639
chr19	49659621	49659715	chr19_131461	7	-	95	4	49659642
chr19	49908836	49908882	chr19_131616	4	-	47	4	49908854
chr19	50482411	50482465	chr19_121000	8	+	55	8	50482430
chr19	50798141	50798238	chr19_131807	9	-	98	7	50798180
chr19	50799418	50799530	chr19_131824	38	-	113	20	50799488
chr19	50802322	50802439	chr19_131829	37	-	118	23	50802395
chr19	51692617	51692639	chr19_121111	4	+	23	4	51692617
chr19	53874039	53874073	chr19_121285	4	+	35	4	53874046
chr19	54191772	54191846	chr19_121384	6	+	75	5	54191796
chr19	54201182	54201213	chr19_121389	5	+	32	5	54201183
chr19	54207570	54207620	chr19_121395	5	+	51	5	54207573
chr19	54452104	54452193	chr19_121410	8	+	90	6	54452155
chr19	54454429	54454459	chr19_121417	5	+	31	5	54454429
chr19	54454531	54454602	chr19_121418	7	+	72	5	54454540
chr19	54455966	54456014	chr19_121427	6	+	49	5	54455974
chr19	54458374	54458412	chr19_121443	5	+	39	5	54458387
chr19	54459043	54459112	chr19_121450	9	+	70	8	54459082
chr19	54460075	54460159	chr19_121463	9	+	85	7	54460089
chr19	54460209	54460259	chr19_121464	6	+	51	6	54460231
chr19	54460645	54460696	chr19_121471	7	+	52	5	54460678
chr19	55146797	55146826	chr19_132168	4	-	30	4	55146805
chr19	55180293	55180313	chr19_121505	6	+	21	6	55180296
chr19	55407589	55407675	chr19_132294	11	-	87	5	55407605
chr19	55467727	55467746	chr19_121572	5	+	20	5	55467728
chr19	55487064	55487111	chr19_121593	4	+	48	4	55487074
chr19	55621242	55621306	chr19_132323	4	-	65	4	55621286
chr19	55669443	55669527	chr19_121722	10	+	85	5	55669492
chr19	55669591	55669679	chr19_121724	6	+	89	5	55669650
chr19	55674523	55674558	chr19_121737	5	+	36	5	55674525
chr19	57329029	57329047	chr19_132475	4	-	19	4	57329031
chr19	58306103	58306127	chr19_132580	5	-	25	5	58306110
chr19	58387281	58387339	chr19_122235	11	+	59	7	58387326
chr19	58388136	58388164	chr19_122236	5	+	29	5	58388136
chr19	58394698	58394782	chr19_122245	9	+	85	6	58394749
chr19	58555745	58555865	chr19_132657	7	-	121	4	58555818
chr2	198876	198894	chr2_344492	4	-	19	4	198878
chr2	669477	669625	chr2_344513	5	-	149	4	669486
chr2	3553682	3553758	chr2_344711	4	-	77	4	3553706
chr2	8936136	8936157	chr2_328737	4	+	22	4	8936136
chr2	9630158	9630218	chr2_344961	6	-	61	5	9630165
chr2	10122754	10122792	chr2_328899	5	+	39	5	10122762
chr2	10446802	10446851	chr2_344996	11	-	50	9	10446816
chr2	10761412	10761437	chr2_345055	5	-	26	5	10761415
chr2	10787355	10787439	chr2_345079	13	-	85	7	10787400
chr2	10789750	10789779	chr2_345083	5	-	30	5	10789758
chr2	10793095	10793202	chr2_345091	12	-	108	7	10793136
chr2	10797080	10797129	chr2_345093	5	-	50	5	10797080
chr2	10812677	10812745	chr2_345104	10	-	69	6	10812684
chr2	20032921	20032965	chr2_345374	4	-	45	4	20032935
chr2	20448254	20448323	chr2_329296	6	+	70	5	20448271
chr2	21011981	21012000	chr2_345561	4	-	20	4	21011983
chr2	23385338	23385374	chr2_329333	5	+	37	5	23385347
chr2	25039158	25039202	chr2_345797	4	-	45	4	25039177
chr2	26034124	26034162	chr2_329770	5	+	39	5	26034126
chr2	26034491	26034587	chr2_329775	7	+	97	5	26034522
chr2	26346243	26346274	chr2_329864	4	+	32	4	26346249
chr2	26793970	26794010	chr2_329961	5	+	41	5	26793992
chr2	27050794	27050839	chr2_330077	5	+	46	5	27050818
chr2	27050850	27050884	chr2_330078	6	+	35	6	27050861
chr2	27071600	27071645	chr2_346075	5	-	46	5	27071619
chr2	27132246	27132289	chr2_346094	5	-	44	5	27132271
chr2	27222193	27222229	chr2_330134	5	+	37	5	27222198
chr2	27225133	27225191	chr2_330149	7	+	59	7	27225156
chr2	27237717	27237748	chr2_330196	7	+	32	7	27237721
chr2	27381345	27381390	chr2_346244	4	-	46	4	27381366
chr2	27384675	27384857	chr2_346261	6	-	183	4	27384765
chr2	28412365	28412384	chr2_346336	4	-	20	4	28412366
chr2	28810303	28810327	chr2_346347	12	-	25	12	28810308
chr2	28913663	28913749	chr2_330529	51	+	87	37	28913728
chr2	28927066	28927145	chr2_330543	19	+	80	13	28927120
chr2	28927982	28928058	chr2_330545	17	+	77	11	28928035
chr2	32278029	32278058	chr2_330759	6	+	30	6	32278038
chr2	38750130	38750187	chr2_346833	7	-	58	6	38750160
chr2	39120826	39120879	chr2_346915	5	-	54	4	39120836
chr2	42055340	42055390	chr2_331281	4	+	51	4	42055366
chr2	43990406	43990429	chr2_347349	7	-	24	7	43990411
chr2	54254574	54254594	chr2_347724	5	-	21	5	54254576
chr2	54456379	54456424	chr2_332202	5	+	46	5	54456397
chr2	54629167	54629202	chr2_332275	6	+	36	6	54629172
chr2	54631076	54631160	chr2_332285	6	+	85	5	54631137
chr2	55050194	55050282	chr2_347786	12	-	89	10	55050204
chr2	55050333	55050383	chr2_347788	7	-	51	7	55050361
chr2	60042206	60042229	chr2_332467	5	+	24	5	60042207
chr2	61478856	61478893	chr2_348248	7	-	38	7	61478863
chr2	61537890	61538012	chr2_348334	20	-	123	9	61537956
chr2	61876167	61876234	chr2_348366	5	-	68	5	61876190
chr2	61876919	61877052	chr2_348367	6	-	134	5	61877009
chr2	61888396	61888599	chr2_348383	21	-	204	7	61888419
chr2	63594491	63594542	chr2_332706	5	+	52	4	63594498
chr2	72101983	72102006	chr2_349118	4	-	24	4	72101984
chr2	72760541	72760586	chr2_333313	17	+	46	14	72760551
chr2	73112922	73112943	chr2_349331	5	-	22	5	73112924
chr2	73223443	73223489	chr2_333358	4	+	47	4	73223454
chr2	73239738	73239796	chr2_333373	7	+	59	6	73239748
chr2	73244543	73244592	chr2_333380	5	+	50	4	73244560
chr2	73251334	73251382	chr2_333391	4	+	49	4	73251351
chr2	74215186	74215249	chr2_333630	5	+	64	4	74215203
chr2	74369421	74369491	chr2_349494	9	-	71	8	74369430
chr2	74526737	74526796	chr2_349618	6	-	60	5	74526742
chr2	74530616	74530684	chr2_333691	6	+	69	4	74530650
chr2	74533026	74533070	chr2_333699	4	+	45	4	74533036
chr2	78701808	78701844	chr2_333857	3	+	37	3	78701823
chr2	81740945	81740974	chr2_333872	11	+	30	11	81740949
chr2	84819385	84819405	chr2_349847	4	-	21	4	84819386
chr2	85544747	85544785	chr2_334028	5	+	39	5	85544758
chr2	86135869	86135949	chr2_334110	23	+	81	15	86135896
chr2	86135953	86136006	chr2_334111	13	+	54	11	86135983
chr2	86144371	86144413	chr2_350087	5	-	43	5	86144383
chr2	86720353	86720391	chr2_334162	5	+	39	5	86720372
chr2	86874015	86874039	chr2_350181	14	-	25	14	86874020
chr2	88111749	88111769	chr2_350189	4	-	21	4	88111750
chr2	88452166	88452188	chr2_350197	8	-	23	8	88452169
chr2	88784881	88784915	chr2_334231	6	+	35	6	88784887
chr2	96208524	96208608	chr2_350339	9	-	85	5	96208547
chr2	97426048	97426204	chr2_350609	3	-	157	3	97426177
chr2	98823190	98823211	chr2_350781	4	-	22	4	98823191
chr2	101002290	101002356	chr2_334828	8	+	67	8	101002311
chr2	101272932	101272992	chr2_351020	7	-	61	5	101272959
chr2	111883978	111884071	chr2_351392	8	-	94	4	111884017
chr2	112135810	112135832	chr2_335686	8	+	23	8	112135812
chr2	117012441	117012483	chr2_335890	6	+	43	6	117012464
chr2	119476593	119476614	chr2_336029	6	+	22	6	119476595
chr2	119626483	119626507	chr2_336033	7	+	25	7	119626484
chr2	121530934	121531000	chr2_336331	10	+	67	9	121530942
chr2	127289715	127289773	chr2_351977	4	-	59	4	127289756
chr2	128091329	128091386	chr2_336479	5	+	58	5	128091365
chr2	132278953	132278977	chr2_352431	6	-	25	6	132278955
chr2	132281063	132281118	chr2_352438	11	-	56	11	132281084
chr2	132281419	132281481	chr2_352439	9	-	63	5	132281461
chr2	135800702	135800722	chr2_337117	5	+	21	5	135800705
chr2	138734799	138734827	chr2_337150	6	+	29	6	138734800
chr2	159243307	159243329	chr2_353568	4	-	23	4	159243310
chr2	160903384	160903407	chr2_353709	6	-	24	6	160903387
chr2	169827488	169827538	chr2_338496	6	+	51	6	169827518
chr2	175180097	175180138	chr2_354411	8	-	42	7	175180104
chr2	175180145	175180178	chr2_354412	5	-	34	5	175180166
chr2	175181383	175181458	chr2_354416	10	-	76	6	175181397
chr2	176188841	176188862	chr2_339396	5	+	22	5	176188844
chr2	179864256	179864289	chr2_339772	10	+	34	10	179864270
chr2	189051404	189051424	chr2_354910	4	-	21	4	189051406
chr2	190880841	190880876	chr2_340313	4	+	36	4	190880845
chr2	197499787	197499894	chr2_355277	10	-	108	6	197499814
chr2	197500401	197500439	chr2_340580	5	+	39	4	197500414
chr2	199472310	199472330	chr2_355415	6	-	21	6	199472313
chr2	201078994	201079022	chr2_340775	4	+	29	4	201079010
chr2	202276438	202276464	chr2_340872	8	+	27	8	202276446
chr2	202276476	202276510	chr2_340873	14	+	35	14	202276485
chr2	202278100	202278184	chr2_340877	17	+	85	12	202278160
chr2	202291378	202291418	chr2_340899	12	+	41	12	202291394
chr2	202293052	202293133	chr2_340903	29	+	82	23	202293112
chr2	202346306	202346355	chr2_355607	8	-	50	8	202346321
chr2	204421800	204421822	chr2_341156	7	+	23	7	204421802
chr2	206161881	206161950	chr2_341353	29	+	70	24	206161916
chr2	206162233	206162314	chr2_341354	10	+	82	6	206162269
chr2	206162316	206162358	chr2_341355	7	+	43	6	206162335
chr2	207181352	207181374	chr2_355821	4	-	23	4	207181355
chr2	215312087	215312139	chr2_341655	4	+	53	4	215312102
chr2	215338789	215338831	chr2_341667	4	+	43	4	215338809
chr2	216109405	216109433	chr2_341690	5	+	29	5	216109412
chr2	216148090	216148129	chr2_341729	5	+	40	5	216148102
chr2	216205235	216205258	chr2_341775	5	+	24	5	216205237
chr2	216498842	216498927	chr2_341821	9	+	86	7	216498863
chr2	216674071	216674146	chr2_356218	5	-	76	4	216674095
chr2	218136384	218136432	chr2_341890	5	+	49	5	218136409
chr2	218245419	218245505	chr2_341904	5	+	87	4	218245436
chr2	218959205	218959225	chr2_342086	4	+	21	4	218959207
chr2	219373716	219373763	chr2_356539	4	-	48	4	219373737
chr2	219540045	219540095	chr2_356569	5	-	51	5	219540055
chr2	222941523	222941553	chr2_342342	4	+	31	4	222941532
chr2	223109484	223109504	chr2_342349	2	+	21	2	223109484
chr2	224585033	224585075	chr2_356877	4	-	43	4	224585047
chr2	229180768	229180828	chr2_356935	9	-	61	8	229180795
chr2	231455011	231455265	chr2_357044	18	-	255	11	231455066
chr2	231455799	231455838	chr2_357049	10	-	40	10	231455813
chr2	231455839	231455931	chr2_357050	22	-	93	18	231455900
chr2	231456443	231456523	chr2_357054	31	-	81	19	231456457
chr2	231459000	231459114	chr2_357065	11	-	115	9	231459086
chr2	231460370	231460438	chr2_357069	43	-	69	36	231460387
chr2	231712868	231713040	chr2_342709	8	+	173	8	231712994
chr2	231713156	231713304	chr2_342710	5	+	149	5	231713196
chr2	232569046	232569181	chr2_342836	4	+	136	4	232569069
chr2	233275825	233275919	chr2_342979	11	+	95	7	233275889
chr2	233288760	233288855	chr2_342982	15	+	96	6	233288792
chr2	235042901	235042920	chr2_357255	4	-	20	4	235042903
chr2	238448154	238448173	chr2_343920	4	+	20	4	238448156
chr2	240586994	240587052	chr2_344040	7	+	59	5	240587034
chr2	241229241	241229305	chr2_357914	9	-	65	5	241229277
chr2	241230152	241230250	chr2_357922	13	-	99	7	241230208
chr2	241235218	241235252	chr2_357933	5	-	35	5	241235229
chr2	241495629	241495680	chr2_358062	6	-	52	5	241495653
chr2	241570171	241570198	chr2_344309	5	+	28	5	241570178
chr20	326540	326566	chr20_231068	12	-	27	12	326544
chr20	396197	396335	chr20_225116	5	+	139	4	396233
chr20	396534	396585	chr20_225118	4	+	52	4	396543
chr20	2462944	2463035	chr20_231289	24	-	92	13	2462970
chr20	2465750	2465805	chr20_231296	12	-	56	12	2465768
chr20	2654211	2654285	chr20_225350	90	+	75	58	2654237
chr20	2655125	2655160	chr20_225357	8	+	36	8	2655140
chr20	2656098	2656131	chr20_225369	13	+	34	13	2656107
chr20	2656623	2656694	chr20_225379	12	+	72	10	2656675
chr20	2658283	2658343	chr20_225390	7	+	61	7	2658301
chr20	3047734	3047805	chr20_225541	5	+	72	4	3047768
chr20	3173393	3173433	chr20_231439	4	-	41	4	3173402
chr20	3209501	3209576	chr20_225554	4	+	76	4	3209542
chr20	3753675	3753714	chr20_231555	5	-	40	5	3753688
chr20	3786110	3786193	chr20_231603	6	-	84	4	3786151
chr20	5119734	5119955	chr20_231775	17	-	222	7	5119892
chr20	7981893	7981937	chr20_231825	4	-	45	4	7981916
chr20	17621856	17621947	chr20_232111	7	-	92	6	17621882
chr20	17962709	17962946	chr20_232229	97	-	238	26	17962911
chr20	17969077	17969115	chr20_226553	4	+	39	4	17969094
chr20	20824872	20824891	chr20_226753	4	+	20	4	20824873
