#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit	regionInfo	GeneID	Symbol	Chr	GeneType	Description
chr1	244451634	244451664	chr1_747768	6	-	31	6	244451634	CDS:1.0;	ENSG00000035687.9	ADSS	chr1	protein_coding	adenylosuccinate synthase
chr1	70250793	70250856	chr1_685662	6	+	64	5	70250814	three_prime_UTR:0.81;CDS:0.19;	ENSG00000116754.13	SRSF11	chr1	protein_coding	serine/arginine-rich splicing factor 11
chr1	20655458	20655534	chr1_714872	11	-	77	8	20655494	CDS:1.0;	ENSG00000244038.9	DDOST	chr1	protein_coding	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)
chr1	228487762	228487878	chr1_706488	12	+	117	6	228487815	CDS:1.0;	ENSG00000168159.10	RNF187	chr1	protein_coding	ring finger protein 187
chr1	15940044	15940095	chr1_673065	7	+	52	7	15940076	three_prime_UTR:1.0;	ENSG00000065526.10	SPEN	chr1	protein_coding	spen family transcriptional repressor
chr1	19148095	19148127	chr1_714318	9	-	33	9	19148099	CDS:1.0;	ENSG00000127481.14	UBR4	chr1	protein_coding	ubiquitin protein ligase E3 component n-recognin 4
chr1	44775863	44775981	chr1_681477	95	+	119	69	44775895	intron:1.0;	ENSG00000142937.11	RPS8	chr1	protein_coding	ribosomal protein S8
chr1	44651478	44651507	chr1_681410	5	+	30	5	44651483	three_prime_UTR:1.0;	ENSG00000187147.17	RNF220	chr1	protein_coding	ring finger protein 220
chr1	27407719	27407786	chr1_717025	6	-	68	6	27407739	three_prime_UTR:1.0;	ENSG00000158195.10	WASF2	chr1	protein_coding	WAS protein family, member 2
chr1	226407904	226408006	chr1_744156	14	-	103	8	226407945	five_prime_UTR:0.52;CDS:0.25;intron:0.24;	ENSG00000143799.12	PARP1	chr1	protein_coding	poly (ADP-ribose) polymerase 1
chr1	93345947	93346051	chr1_688147	13	+	105	8	93345959	five_prime_UTR:1.0;	ENSG00000117505.12	DR1	chr1	protein_coding	down-regulator of transcription 1, TBP-binding (negative cofactor 2)
chr1	39567373	39567514	chr1_720493	73	-	142	29	39567467	intron:1.0;	ENSG00000090621.13	PABPC4	chr1	protein_coding	poly(A) binding protein, cytoplasmic 4 (inducible form)
chr1	183130404	183130476	chr1_699777	8	+	73	6	183130436	CDS:1.0;	ENSG00000135862.5	LAMC1	chr1	protein_coding	laminin, gamma 1 (formerly LAMB2)
chr1	234610032	234610125	chr1_746305	13	-	94	7	234610092	intergenic;	--
chr1	119711982	119712020	chr1_692279	5	+	39	5	119712000	five_prime_UTR:1.0;	ENSG00000092621.11	PHGDH	chr1	protein_coding	phosphoglycerate dehydrogenase
chr1	9741226	9741256	chr1_712634	7	-	31	6	9741255	CDS:1.0;	ENSG00000171603.16	CLSTN1	chr1	protein_coding	calsyntenin 1
chr1	962792	962841	chr1_668299	5	+	50	5	962812	CDS:1.0;	ENSG00000187961.13	KLHL17	chr1	protein_coding	kelch-like family member 17
chr1	160323492	160323530	chr1_736653	8	-	39	6	160323517	CDS:1.0;	ENSG00000122218.14	COPA	chr1	protein_coding	coatomer protein complex, subunit alpha
chr1	9730420	9730451	chr1_712601	5	-	32	5	9730423	three_prime_UTR:1.0;	ENSG00000171603.16	CLSTN1	chr1	protein_coding	calsyntenin 1
chr1	222629235	222629283	chr1_704520	5	+	49	5	222629244	intron:1.0;	ENSG00000154305.16	MIA3	chr1	protein_coding	melanoma inhibitory activity family, member 3
chr1	244848658	244848755	chr1_747892	7	-	98	5	244848669	intron:1.0;	ENSG00000277877.4	RP11-11N7.5	chr1	protein_coding		--
chr1	45511267	45511341	chr1_722242	6	-	75	5	45511319	three_prime_UTR:0.82;CDS:0.18;	ENSG00000117450.13	PRDX1	chr1	protein_coding	peroxiredoxin 1
chr1	175968396	175968464	chr1_738037	16	-	69	10	175968410	intron:1.0;	ENSG00000143207.19	RFWD2	chr1	protein_coding	ring finger and WD repeat domain 2, E3 ubiquitin protein ligase
chr1	169485599	169485644	chr1_737409	5	-	46	5	169485612	CDS:1.0;	ENSG00000117479.12	SLC19A2	chr1	protein_coding	solute carrier family 19 (thiamine transporter), member 2
chr1	201868708	201868765	chr1_701398	6	+	58	6	201868733	CDS:1.0;	ENSG00000198700.9	IPO9	chr1	protein_coding	importin 9
chr1	150579389	150579429	chr1_733329	6	-	41	6	150579396	CDS:1.0;	ENSG00000143384.12	MCL1	chr1	protein_coding	myeloid cell leukemia 1
chr1	228637093	228637133	chr1_744894	2	-	41	2	228637093	noncoding_exon:0.95;intron:0.05;	ENSG00000202526.1	RNA5S13	chr1	rRNA	RNA, 5S ribosomal 13
chr1	119940564	119940684	chr1_732508	9	-	121	5	119940603	CDS:1.0;	ENSG00000134250.17	NOTCH2	chr1	protein_coding	notch 2
chr1	111440975	111441033	chr1_731323	5	-	59	4	111440993	noncoding_exon:1.0;	ENSG00000243960.1	RP11-552M11.4	chr1	sense_overlapping		--
chr1	171574926	171574982	chr1_697648	7	+	57	5	171574926	CDS:1.0;	ENSG00000117523.15	PRRC2C	chr1	protein_coding	proline-rich coiled-coil 2C
chr1	148952778	148952828	chr1_692761	8	+	51	7	148952805	five_prime_UTR:0.04;CDS:0.96;	ENSG00000178104.19	PDE4DIP	chr1	protein_coding	phosphodiesterase 4D interacting protein
chr1	178725325	178725359	chr1_698715	5	+	35	5	178725332	five_prime_UTR:1.0;	ENSG00000116191.17	RALGPS2	chr1	protein_coding	Ral GEF with PH domain and SH3 binding motif 2
chr1	201872874	201872955	chr1_701414	8	+	82	5	201872936	CDS:1.0;	ENSG00000198700.9	IPO9	chr1	protein_coding	importin 9
chr1	8865284	8865465	chr1_712417	41	-	182	22	8865422	CDS:1.0;	ENSG00000074800.13	ENO1	chr1	protein_coding	enolase 1, (alpha)
chr1	46274554	46274640	chr1_681884	7	+	87	5	46274589	CDS:1.0;	ENSG00000085999.11	RAD54L	chr1	protein_coding	RAD54-like (S. cerevisiae)
chr1	19074833	19074890	chr1_714134	4	-	58	4	19074858	noncoding_exon:1.0;	ENSG00000272084.1	RP5-1126H10.2	chr1	3prime_overlapping_ncrna		--
chr1	54851562	54851748	chr1_724837	23	-	187	7	54851706	three_prime_UTR:1.0;	ENSG00000116133.11	DHCR24	chr1	protein_coding	24-dehydrocholesterol reductase
chr1	58783515	58783628	chr1_725601	13	-	114	6	58783547	five_prime_UTR:1.0;	ENSG00000177606.6	JUN	chr1	protein_coding	jun proto-oncogene
chr1	54850880	54850970	chr1_724829	9	-	91	6	54850950	three_prime_UTR:1.0;	ENSG00000116133.11	DHCR24	chr1	protein_coding	24-dehydrocholesterol reductase
chr1	93877063	93877100	chr1_729997	4	-	38	4	93877071	CDS:1.0;	ENSG00000067334.13	DNTTIP2	chr1	protein_coding	deoxynucleotidyltransferase, terminal, interacting protein 2
chr1	109737706	109737730	chr1_731091	4	-	25	4	109737709	CDS:1.0;	ENSG00000134202.10	GSTM3	chr1	protein_coding	glutathione S-transferase mu 3 (brain)
chr1	156309188	156309244	chr1_735663	11	-	57	7	156309201	three_prime_UTR:0.18;CDS:0.82;	ENSG00000163468.14	CCT3	chr1	protein_coding	chaperonin containing TCP1, subunit 3 (gamma)
chr1	182842539	182842562	chr1_699552	5	+	24	5	182842544	five_prime_UTR:0.78;intron:0.22;	ENSG00000135829.16	DHX9	chr1	protein_coding	DEAH (Asp-Glu-Ala-His) box helicase 9
chr1	151052994	151053067	chr1_733576	5	-	74	5	151053032	three_prime_UTR:1.0;	ENSG00000197622.12	CDC42SE1	chr1	protein_coding	CDC42 small effector 1
chr1	182599179	182599223	chr1_738845	4	-	45	4	182599202	three_prime_UTR:1.0;	ENSG00000143333.6	RGS16	chr1	protein_coding	regulator of G-protein signaling 16
chr1	93060483	93060505	chr1_687998	5	+	23	5	93060486	intergenic;	--
chr1	225410344	225410416	chr1_743305	12	-	73	9	225410365	CDS:1.0;	ENSG00000143815.14	LBR	chr1	protein_coding	lamin B receptor
chr1	153939718	153939763	chr1_734297	5	-	46	5	153939725	CDS:1.0;	ENSG00000198837.9	DENND4B	chr1	protein_coding	DENN/MADD domain containing 4B
chr1	109397742	109397802	chr1_730991	7	-	61	6	109397776	CDS:1.0;	ENSG00000134243.11	SORT1	chr1	protein_coding	sortilin 1
chr1	64470135	64470196	chr1_684744	6	+	62	6	64470165	intergenic;	--
chr1	1293856	1293904	chr1_709977	5	-	49	5	1293886	CDS:1.0;	ENSG00000131584.18	ACAP3	chr1	protein_coding	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
chr1	231351415	231351485	chr1_707286	8	+	71	5	231351437	CDS:1.0;	ENSG00000010072.15	SPRTN	chr1	protein_coding	SprT-like N-terminal domain
chr1	205717050	205717144	chr1_741148	10	-	95	7	205717107	three_prime_UTR:1.0;	ENSG00000069275.12	NUCKS1	chr1	protein_coding	nuclear casein kinase and cyclin-dependent kinase substrate 1
chr1	237603224	237603331	chr1_708645	18	+	108	14	237603285	intron:1.0;	ENSG00000198626.15	RYR2	chr1	protein_coding	ryanodine receptor 2 (cardiac)
chr1	148038751	148038793	chr1_732949	11	-	43	11	148038757	noncoding_exon:0.98;intron:0.02;	ENSG00000206585.1	RNVU1-7	chr1	snRNA	RNA, variant U1 small nuclear 7
chr1	35566293	35566377	chr1_678299	7	+	85	5	35566339	three_prime_UTR:1.0;	ENSG00000020129.15	NCDN	chr1	protein_coding	neurochondrin
chr1	180502415	180502487	chr1_738637	8	-	73	6	180502436	five_prime_UTR:1.0;	ENSG00000230124.6	ACBD6	chr1	protein_coding	acyl-CoA binding domain containing 6
chr1	224192431	224192503	chr1_704909	7	+	73	5	224192455	three_prime_UTR:0.35;CDS:0.65;	ENSG00000143753.12	DEGS1	chr1	protein_coding	delta(4)-desaturase, sphingolipid 1
chr1	9751520	9751623	chr1_712650	9	-	104	5	9751592	CDS:1.0;	ENSG00000171603.16	CLSTN1	chr1	protein_coding	calsyntenin 1
chr1	10458124	10458202	chr1_712784	8	-	79	5	10458146	three_prime_UTR:1.0;	ENSG00000160049.11	DFFA	chr1	protein_coding	DNA fragmentation factor, 45kDa, alpha polypeptide
chr1	224189668	224189729	chr1_704902	7	+	62	7	224189689	CDS:1.0;	ENSG00000143753.12	DEGS1	chr1	protein_coding	delta(4)-desaturase, sphingolipid 1
chr1	46278132	46278203	chr1_681894	6	+	72	5	46278159	CDS:1.0;	ENSG00000085999.11	RAD54L	chr1	protein_coding	RAD54-like (S. cerevisiae)
chr1	154584847	154584933	chr1_734588	7	-	87	5	154584912	CDS:1.0;	ENSG00000160710.15	ADAR	chr1	protein_coding	adenosine deaminase, RNA-specific
chr1	20780390	20780430	chr1_715021	5	-	41	5	20780396	CDS:1.0;	ENSG00000127483.17	HP1BP3	chr1	protein_coding	heterochromatin protein 1, binding protein 3
chr1	114749966	114750090	chr1_731954	17	-	125	7	114749991	intron:1.0;	ENSG00000009307.15	CSDE1	chr1	protein_coding	cold shock domain containing E1, RNA-binding
chr1	154234584	154234659	chr1_693871	8	+	76	6	154234624	CDS:0.92;intron:0.08;	ENSG00000143569.18	UBAP2L	chr1	protein_coding	ubiquitin associated protein 2-like
chr1	222712792	222712837	chr1_704583	4	+	46	4	222712806	five_prime_UTR:1.0;	ENSG00000162819.11	BROX	chr1	protein_coding	BRO1 domain and CAAX motif containing
chr1	40373811	40373892	chr1_679639	8	+	82	5	40373824	intergenic;	--
chr1	41017985	41018031	chr1_680003	5	+	47	5	41017998	noncoding_exon:1.0;	ENSG00000281207.1	SLFNL1-AS1	chr1	antisense	SLFNL1 antisense RNA 1
chr1	25351636	25351662	chr1_674684	5	+	27	5	25351638	CDS:1.0;	ENSG00000183726.10	TMEM50A	chr1	protein_coding	transmembrane protein 50A
chr1	224692355	224692376	chr1_743255	5	-	22	5	224692357	antisense;	ENSG00000143786.7	CNIH3	chr1	protein_coding	cornichon family AMPA receptor auxiliary protein 3
chr1	228493882	228493971	chr1_706503	7	+	90	5	228493882	three_prime_UTR:0.97;CDS:0.03;	ENSG00000168159.10	RNF187	chr1	protein_coding	ring finger protein 187
chr1	183114539	183114623	chr1_699736	14	+	85	9	183114585	CDS:1.0;	ENSG00000135862.5	LAMC1	chr1	protein_coding	laminin, gamma 1 (formerly LAMB2)
chr1	10033427	10033512	chr1_670925	8	+	86	6	10033447	five_prime_UTR:1.0;	ENSG00000130939.18	UBE4B	chr1	protein_coding	ubiquitination factor E4B
chr1	154596903	154596935	chr1_734619	5	-	33	5	154596914	CDS:1.0;	ENSG00000160710.15	ADAR	chr1	protein_coding	adenosine deaminase, RNA-specific
chr1	182878084	182878125	chr1_699628	5	+	42	5	182878097	CDS:1.0;	ENSG00000135829.16	DHX9	chr1	protein_coding	DEAH (Asp-Glu-Ala-His) box helicase 9
chr1	220089694	220089784	chr1_742656	7	-	91	4	220089742	five_prime_UTR:1.0;	ENSG00000162813.17	BPNT1	chr1	protein_coding	3'(2'), 5'-bisphosphate nucleotidase 1
chr1	3635383	3635421	chr1_711111	6	-	39	6	3635391	intron:1.0;	ENSG00000116213.15	WRAP73	chr1	protein_coding	WD repeat containing, antisense to TP73
chr1	32775581	32775631	chr1_718893	9	-	51	9	32775605	three_prime_UTR:1.0;	ENSG00000134684.10	YARS	chr1	protein_coding	tyrosyl-tRNA synthetase
chr1	33009175	33009235	chr1_719085	6	-	61	5	33009192	three_prime_UTR:1.0;	ENSG00000004455.16	AK2	chr1	protein_coding	adenylate kinase 2
chr1	205727742	205727805	chr1_741170	10	-	64	5	205727747	CDS:1.0;	ENSG00000069275.12	NUCKS1	chr1	protein_coding	nuclear casein kinase and cyclin-dependent kinase substrate 1
chr1	23692668	23692728	chr1_674284	12	+	61	9	23692700	CDS:1.0;	ENSG00000142676.12	RPL11	chr1	protein_coding	ribosomal protein L11
chr1	119157827	119157879	chr1_692112	5	+	53	5	119157852	intron:1.0;	ENSG00000231365.5	RP11-418J17.1	chr1	antisense		--
chr1	244863673	244863922	chr1_748014	39	-	250	12	244863830	CDS:1.0;	ENSG00000153187.16	HNRNPU	chr1	protein_coding	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
chr1	19186539	19186587	chr1_714418	6	-	49	6	19186553	CDS:1.0;	ENSG00000127481.14	UBR4	chr1	protein_coding	ubiquitin protein ligase E3 component n-recognin 4
chr1	44778389	44778456	chr1_681489	47	+	68	35	44778429	intron:1.0;	ENSG00000142937.11	RPS8	chr1	protein_coding	ribosomal protein S8
chr1	17005488	17005543	chr1_713929	8	-	56	6	17005514	CDS:1.0;	ENSG00000159363.17	ATP13A2	chr1	protein_coding	ATPase type 13A2
chr1	220094324	220094407	chr1_704201	9	+	84	6	220094342	CDS:1.0;	ENSG00000067704.9	IARS2	chr1	protein_coding	isoleucyl-tRNA synthetase 2, mitochondrial
chr1	236895392	236895440	chr1_708489	5	+	49	5	236895415	CDS:1.0;	ENSG00000116984.12	MTR	chr1	protein_coding	5-methyltetrahydrofolate-homocysteine methyltransferase
chr1	18593749	18593778	chr1_673393	4	+	30	4	18593756	intergenic;	--
chr1	32680146	32680209	chr1_677556	8	+	64	6	32680157	intron:1.0;	ENSG00000162521.18	RBBP4	chr1	protein_coding	retinoblastoma binding protein 4
chr1	32013984	32014114	chr1_676908	13	+	131	6	32014007	five_prime_UTR:0.08;CDS:0.92;	ENSG00000121774.17	KHDRBS1	chr1	protein_coding	KH domain containing, RNA binding, signal transduction associated 1
chr1	43578809	43578950	chr1_680571	25	+	142	10	43578912	CDS:0.79;intron:0.21;	ENSG00000142949.16	PTPRF	chr1	protein_coding	protein tyrosine phosphatase, receptor type, F
chr1	8866464	8866501	chr1_712422	8	-	38	7	8866500	CDS:1.0;	ENSG00000074800.13	ENO1	chr1	protein_coding	enolase 1, (alpha)
chr1	11963570	11963602	chr1_671610	5	+	33	5	11963572	CDS:1.0;	ENSG00000083444.16	PLOD1	chr1	protein_coding	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1
chr1	24440187	24440219	chr1_674475	4	+	33	4	24440190	five_prime_UTR:1.0;	ENSG00000001461.16	NIPAL3	chr1	protein_coding	NIPA-like domain containing 3
chr1	54216174	54216257	chr1_682902	9	+	84	6	54216239	CDS:1.0;	ENSG00000116221.15	MRPL37	chr1	protein_coding	mitochondrial ribosomal protein L37
chr1	117920287	117920330	chr1_732292	4	-	44	4	117920310	CDS:1.0;	ENSG00000196505.10	GDAP2	chr1	protein_coding	ganglioside induced differentiation associated protein 2
chr1	17407936	17407997	chr1_714012	6	-	62	6	17407968	three_prime_UTR:1.0;	ENSG00000179051.13	RCC2	chr1	protein_coding	regulator of chromosome condensation 2
chr1	70230002	70230040	chr1_685609	5	+	39	5	70230014	intron:1.0;	ENSG00000116754.13	SRSF11	chr1	protein_coding	serine/arginine-rich splicing factor 11
chr1	2228064	2228136	chr1_669110	6	+	73	5	2228101	intergenic;	--
chr1	228082728	228082765	chr1_706021	14	+	38	8	228082758	five_prime_UTR:1.0;	ENSG00000143761.13	ARF1	chr1	protein_coding	ADP-ribosylation factor 1
chr1	55162218	55162257	chr1_725050	5	-	40	5	55162225	CDS:1.0;	ENSG00000162402.12	USP24	chr1	protein_coding	ubiquitin specific peptidase 24
chr1	52404692	52404731	chr1_682504	4	+	40	4	52404702	five_prime_UTR:1.0;	ENSG00000134748.12	PRPF38A	chr1	protein_coding	pre-mRNA processing factor 38A
chr1	7962784	7962826	chr1_670571	4	+	43	4	7962797	five_prime_UTR:0.02;CDS:0.98;	ENSG00000116288.12	PARK7	chr1	protein_coding	parkinson protein 7
chr1	32774492	32774557	chr1_677687	6	+	66	5	32774529	three_prime_UTR:1.0;	ENSG00000162522.10	KIAA1522	chr1	protein_coding	KIAA1522
chr1	116393530	116393666	chr1_691587	19	+	137	8	116393637	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	77963682	77963742	chr1_727955	5	-	61	5	77963707	CDS:0.55;intron:0.45;	ENSG00000162613.16	FUBP1	chr1	protein_coding	far upstream element (FUSE) binding protein 1
chr1	39388241	39388300	chr1_679271	6	+	60	5	39388257	CDS:1.0;	ENSG00000127603.23	MACF1	chr1	protein_coding	microtubule-actin crosslinking factor 1
chr1	116397887	116397954	chr1_691596	21	+	68	16	116397930	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	160357040	160357071	chr1_695210	4	+	32	4	160357041	CDS:1.0;	ENSG00000162736.15	NCSTN	chr1	protein_coding	nicastrin
chr1	228097835	228098025	chr1_706101	21	+	191	9	228097998	three_prime_UTR:0.06;CDS:0.85;intron:0.08;	ENSG00000143761.13	ARF1	chr1	protein_coding	ADP-ribosylation factor 1
chr1	155308877	155308922	chr1_694398	8	+	46	8	155308898	five_prime_UTR:0.16;intron:0.84;	ENSG00000160752.14	FDPS	chr1	protein_coding	farnesyl diphosphate synthase
chr1	161399744	161399780	chr1_736886	6	-	37	6	161399760	intergenic;	--
chr1	15936201	15936266	chr1_673032	10	+	66	8	15936242	CDS:1.0;	ENSG00000065526.10	SPEN	chr1	protein_coding	spen family transcriptional repressor
chr1	54875101	54875211	chr1_724877	15	-	111	6	54875122	CDS:1.0;	ENSG00000116133.11	DHCR24	chr1	protein_coding	24-dehydrocholesterol reductase
chr1	2193997	2194126	chr1_710856	9	-	130	5	2194036	CDS:1.0;	ENSG00000162585.16	FAAP20	chr1	protein_coding		--
chr1	1890833	1890965	chr1_710792	30	-	133	17	1890943	five_prime_UTR:1.0;	ENSG00000078369.17	GNB1	chr1	protein_coding	guanine nucleotide binding protein (G protein), beta polypeptide 1
chr1	15876462	15876549	chr1_672857	11	+	88	8	15876481	CDS:1.0;	ENSG00000065526.10	SPEN	chr1	protein_coding	spen family transcriptional repressor
chr1	33636491	33636509	chr1_719370	4	-	19	4	33636492	CDS:1.0;	ENSG00000121904.17	CSMD2	chr1	protein_coding	CUB and Sushi multiple domains 2
chr1	61791372	61791412	chr1_683892	5	+	41	5	61791390	CDS:1.0;	ENSG00000132849.18	INADL	chr1	protein_coding	InaD-like (Drosophila)
chr1	110339708	110339765	chr1_690360	9	+	58	7	110339716	CDS:1.0;	ENSG00000162775.14	RBM15	chr1	protein_coding	RNA binding motif protein 15
chr1	156592427	156592462	chr1_694757	5	+	36	5	156592440	CDS:1.0;	ENSG00000163382.11	APOA1BP	chr1	protein_coding	apolipoprotein A-I binding protein
chr1	64866891	64866933	chr1_726022	5	-	43	5	64866916	CDS:1.0;	ENSG00000162434.11	JAK1	chr1	protein_coding	Janus kinase 1
chr1	35883369	35883408	chr1_678379	5	+	40	5	35883381	five_prime_UTR:1.0;	ENSG00000092847.10	AGO1	chr1	protein_coding	argonaute RISC catalytic component 1
chr1	234478331	234478457	chr1_746250	11	-	127	6	234478383	CDS:1.0;	ENSG00000059588.9	TARBP1	chr1	protein_coding	TAR (HIV-1) RNA binding protein 1
chr1	204410755	204410833	chr1_740662	6	-	79	5	204410793	CDS:1.0;	ENSG00000158615.8	PPP1R15B	chr1	protein_coding	protein phosphatase 1, regulatory subunit 15B
chr1	45612805	45612860	chr1_681657	5	+	56	5	45612817	intron:1.0;	ENSG00000132780.16	NASP	chr1	protein_coding	nuclear autoantigenic sperm protein (histone-binding)
chr1	21176304	21176390	chr1_715492	16	-	87	13	21176329	five_prime_UTR:0.63;intron:0.37;	ENSG00000075151.19	EIF4G3	chr1	protein_coding	eukaryotic translation initiation factor 4 gamma, 3
chr1	116399489	116399543	chr1_691605	17	+	55	11	116399508	CDS:1.0;	ENSG00000163399.15	ATP1A1	chr1	protein_coding	ATPase, Na+/K+ transporting, alpha 1 polypeptide
chr1	50959891	50959922	chr1_723316	7	-	32	7	50959896	five_prime_UTR:1.0;	ENSG00000185104.19	FAF1	chr1	protein_coding	Fas (TNFRSF6) associated factor 1
chr1	46277857	46277914	chr1_681893	6	+	58	5	46277879	CDS:1.0;	ENSG00000085999.11	RAD54L	chr1	protein_coding	RAD54-like (S. cerevisiae)
chr1	188696751	188696773	chr1_739288	5	-	23	5	188696753	intergenic;	--
chr1	28982600	28982641	chr1_717539	6	-	42	6	28982617	noncoding_exon:0.2;intron:0.8;	ENSG00000225616.2	RP4-604A21.1	chr1	processed_pseudogene		--
chr1	31938138	31938259	chr1_718565	14	-	122	8	31938210	five_prime_UTR:1.0;	ENSG00000184007.17	PTP4A2	chr1	protein_coding	protein tyrosine phosphatase type IVA, member 2
chr1	112696709	112696780	chr1_690972	8	+	72	7	112696741	CDS:1.0;	ENSG00000155363.18	MOV10	chr1	protein_coding	Mov10 RISC complex RNA helicase
chr1	1043418	1043457	chr1_668406	8	+	40	6	1043445	CDS:1.0;	ENSG00000188157.13	AGRN	chr1	protein_coding	agrin
chr1	84506134	84506180	chr1_728358	4	-	47	4	84506157	five_prime_UTR:1.0;	ENSG00000174021.10	GNG5	chr1	protein_coding	guanine nucleotide binding protein (G protein), gamma 5
chr1	203861599	203861670	chr1_702062	8	+	72	6	203861632	five_prime_UTR:0.63;CDS:0.15;intron:0.21;	ENSG00000182004.12	SNRPE	chr1	protein_coding	small nuclear ribonucleoprotein polypeptide E
chr1	201023628	201023658	chr1_740049	5	-	31	5	201023641	five_prime_UTR:1.0;	ENSG00000116852.14	KIF21B	chr1	protein_coding	kinesin family member 21B
chr1	156745028	156745146	chr1_736107	14	-	119	9	156745133	CDS:1.0;	ENSG00000143321.18	HDGF	chr1	protein_coding	hepatoma-derived growth factor
chr1	1387192	1387303	chr1_710244	9	-	112	7	1387282	three_prime_UTR:0.34;CDS:0.66;	ENSG00000221978.11	CCNL2	chr1	protein_coding	cyclin L2
chr1	26473272	26473327	chr1_675131	5	+	56	4	26473293	intron:1.0;	ENSG00000198830.10	HMGN2	chr1	protein_coding	high mobility group nucleosomal binding domain 2
chr1	54849806	54849989	chr1_724818	16	-	184	7	54849904	three_prime_UTR:1.0;	ENSG00000116133.11	DHCR24	chr1	protein_coding	24-dehydrocholesterol reductase
chr1	235127802	235127938	chr1_746391	58	-	137	32	235127866	intron:1.0;	ENSG00000173726.10	TOMM20	chr1	protein_coding	translocase of outer mitochondrial membrane 20 homolog (yeast)
chr1	20653723	20653774	chr1_714867	10	-	52	8	20653742	CDS:1.0;	ENSG00000244038.9	DDOST	chr1	protein_coding	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)
chr1	153671284	153671329	chr1_693727	6	+	46	6	153671304	intergenic;	--
chr1	155248049	155248088	chr1_734915	9	-	40	8	155248058	CDS:1.0;	ENSG00000160767.20	FAM189B	chr1	protein_coding	family with sequence similarity 189, member B
chr1	35114776	35114796	chr1_719480	4	-	21	4	35114779	antisense;	ENSG00000197056.9	ZMYM1	chr1	protein_coding	zinc finger, MYM-type 1
chr1	20864493	20864598	chr1_715086	8	-	106	5	20864538	CDS:1.0;	ENSG00000075151.19	EIF4G3	chr1	protein_coding	eukaryotic translation initiation factor 4 gamma, 3
chr1	161206477	161206578	chr1_695412	13	+	102	8	161206538	CDS:1.0;	ENSG00000158864.12	NDUFS2	chr1	protein_coding	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)
chr1	156249705	156249809	chr1_735528	10	-	105	5	156249733	three_prime_UTR:1.0;	ENSG00000198952.8	SMG5	chr1	protein_coding	SMG5 nonsense mediated mRNA decay factor
chr1	43553503	43553629	chr1_680515	13	+	127	7	43553527	CDS:1.0;	ENSG00000142949.16	PTPRF	chr1	protein_coding	protein tyrosine phosphatase, receptor type, F
chr1	109230977	109231051	chr1_689504	8	+	75	7	109230997	CDS:0.59;intron:0.41;	ENSG00000031698.12	SARS	chr1	protein_coding	seryl-tRNA synthetase
chr1	157740431	157740454	chr1_694954	9	+	24	9	157740433	intergenic;	--
chr1	171571405	171571421	chr1_697646	5	+	17	5	171571420	CDS:1.0;	ENSG00000117523.15	PRRC2C	chr1	protein_coding	proline-rich coiled-coil 2C
chr1	149102741	149102847	chr1_733018	11	-	107	7	149102777	intron:1.0;	ENSG00000269713.7	NBPF9	chr1	protein_coding	neuroblastoma breakpoint family, member 9
chr1	119731211	119731256	chr1_692346	5	+	46	5	119731218	intron:1.0;	ENSG00000092621.11	PHGDH	chr1	protein_coding	phosphoglycerate dehydrogenase
chr1	119965499	119965539	chr1_732540	5	-	41	5	119965504	CDS:1.0;	ENSG00000134250.17	NOTCH2	chr1	protein_coding	notch 2
chr1	8863890	8864002	chr1_712413	60	-	113	27	8863965	CDS:1.0;	ENSG00000074800.13	ENO1	chr1	protein_coding	enolase 1, (alpha)
chr1	228079496	228079538	chr1_744628	5	-	43	5	228079514	intergenic;	--
chr1	29119660	29119699	chr1_676471	5	+	40	5	29119675	three_prime_UTR:1.0;	ENSG00000159023.18	EPB41	chr1	protein_coding	erythrocyte membrane protein band 4.1
chr1	244864054	244864510	chr1_748016	150	-	457	31	244864459	five_prime_UTR:0.36;CDS:0.55;intron:0.09;	ENSG00000153187.16	HNRNPU	chr1	protein_coding	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)
chr1	23695804	23695871	chr1_674293	5	+	68	5	23695850	CDS:1.0;	ENSG00000142676.12	RPL11	chr1	protein_coding	ribosomal protein L11
chr1	212445829	212445878	chr1_703423	6	+	50	5	212445847	CDS:1.0;	ENSG00000117691.9	NENF	chr1	protein_coding	neudesin neurotrophic factor
chr1	244835519	244835569	chr1_709305	4	+	51	4	244835535	five_prime_UTR:1.0;	ENSG00000203667.9	COX20	chr1	protein_coding	COX20 cytochrome c oxidase assembly factor
chr1	228098189	228098233	chr1_706104	19	+	45	19	228098205	three_prime_UTR:1.0;	ENSG00000143761.13	ARF1	chr1	protein_coding	ADP-ribosylation factor 1
